cagl_id,gwk60_id_clean,qng_id,cgla_gene_name_from_deseq,cgla_common_name,cg_to_sc_relationship,pre_WGD_Ancestor,scer_gene_id,scer_gene_name,SGD_essentiality,SGD_description
CAGL0G10153g,GWK60_G09867,QNG14137.1,GWK60_G09867,,1-to-1,Anc_1.016,YDR529C,QCR7,,Subunit 7 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the mitochondrial matrix; N-terminus appears to play a role in complex assembly
CAGL0G10175g,GWK60_G09889,QNG14138.1,AWP6,AWP6,1-to-0,,,,,
CAGL0G10219g,GWK60_G09911,QNG14139.1,AWP12,AWP12,1-to-0,,,,,
CAGL0H00209g,GWK60_H00011,QNG14140.1,GWK60_H00011,,,,,,,
CAGL0H00220g,GWK60_H00033,QNG14141.1,GWK60_H00033,,1-to-1,Anc_7.538,YLR459W,GAB1,inviable,GPI transamidase subunit; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or of the lipid portion of GPI
CAGL0H00242g,GWK60_H00055,QNG14142.1,GWK60_H00055,,2-to-1,Anc_7.537,,,,
CAGL0H00264g,GWK60_H00077,QNG14143.1,GWK60_H00077,,1-to-2,Anc_7.531,YLR457C,NBP1,inviable,"Spindle pole body (SPB) component; required for the insertion of the duplication plaque into the nuclear membrane during SPB duplication; essential for bipolar spindle formation; component of the Mps2p-Bbp1p complex; NBP1 has a paralog, YPR174C, that arose from the whole genome duplication"
CAGL0H00286g,GWK60_H00099,QNG14144.1,GWK60_H00099,,2-to-2,Anc_7.529,YLR456W,,,"Putative pyridoxal 5'-phosphate synthase; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2; YLR456W has a paralog, YPR172W, that arose from the whole genome duplication"
CAGL0H00308g,GWK60_H00121,QNG14145.1,GWK60_H00121,,1-to-1,Anc_7.528,YLR455W,,,Nuclear protein of unknown function; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia
CAGL0H00330g,GWK60_H00143,QNG14146.1,GWK60_H00143,,1-to-1,Anc_7.518,YLR454W,FMP27,,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
CAGL0H00352g,GWK60_H00165,QNG14147.1,GWK60_H00165,,2-to-2,Anc_7.516,YLR453C,RIF2,,"Protein that binds to the Rap1p C-terminus; acts synergistically with Rif1p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation; RIF2 has a paralog, ORC4, that arose from the whole genome duplication"
CAGL0H00374g,GWK60_H00187,QNG14148.1,SST2,SST2,1-to-1,Anc_7.514,YLR452C,SST2,,GTPase-activating protein for Gpa1p; regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family
CAGL0H00396g,GWK60_H00209,QNG14149.1,GWK60_H00209,,1-to-1,Anc_7.512,YLR451W,LEU3,,"Zinc-knuckle transcription factor, repressor and activator; regulates genes involved in branched chain amino acid biosynthesis and ammonia assimilation; acts as a repressor in leucine-replete conditions and as an activator in the presence of alpha-isopropylmalate, an intermediate in leucine biosynthesis that accumulates during leucine starvation"
CAGL0H00418g,GWK60_H00231,QNG14150.1,GWK60_H00231,,1-to-0,,,,,
CAGL0H00440g,GWK60_H00253,QNG14151.1,GWK60_H00253,,1-to-1,Anc_7.511,YJR124C,,,Putative protein of unknown function; expression induced under calcium shortage
CAGL0H00462g,GWK60_H00275,QNG14152.1,GWK60_H00275,,1-to-1,Anc_7.509,YJR123W,RPS5,inviable,Protein component of the small (40S) ribosomal subunit; least basic of non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; homologous to mammalian ribosomal protein S5 and bacterial S7
CAGL0H00484g,GWK60_H00297,QNG14153.1,GWK60_H00297,,1-to-1,Anc_7.508,YJR122W,IBA57,,Protein involved in incorporating iron-sulfur clusters into proteins; mitochondrial matrix protein; involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system
CAGL0H00506g,GWK60_H00319,QNG14154.1,ATP2,ATP2,1-to-1,Anc_7.507,YJR121W,ATP2,,"Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
CAGL0H00528g,GWK60_H00341,QNG14155.1,GWK60_H00341,,1-to-1,Anc_7.505,YJR119C,JHD2,,JmjC domain family histone demethylase; specific for H3-K4 (histone H3 Lys4); removes methyl groups specifically added by Set1p methyltransferase; protein levels regulated by Not4p (E3 ubiquitin ligase) polyubiquitin-mediated degradation
CAGL0H00550g,GWK60_H00363,QNG14156.1,GWK60_H00363,,1-to-1,Anc_7.504,YJR118C,ILM1,,Protein of unknown function; may be involved in mitochondrial DNA maintenance; required for slowed DNA synthesis-induced filamentous growth
CAGL0H00572g,GWK60_H00385,QNG14157.1,GWK60_H00385,,1-to-1,Anc_7.500,YJR116W,TDA4,,Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele
CAGL0H00594g,GWK60_H00407,QNG14158.1,GWK60_H00407,,1-to-1,Anc_6.291,YPL255W,BBP1,inviable,Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p
CAGL0H00616g,GWK60_H00429,QNG14159.1,GWK60_H00429,,1-to-1,Anc_6.290,YPL254W,HFI1,,Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions
CAGL0H00638g,GWK60_H00451,QNG14160.1,VIK1,VIK1,2-to-2,Anc_6.289,YPL253C,VIK1,,"Protein that forms a kinesin-14 heterodimeric motor with Kar3p; localizes Kar3p at mitotic spindle poles; has a structure similar to a kinesin motor domain but lacks an ATP-binding site and is catalytically inactive; binds microtubules; required for sister chromatid cohesion; VIK1 has a paralog, CIK1, that arose from the whole genome duplication"
CAGL0H00660g,GWK60_H00473,QNG14161.1,GWK60_H00473,,1-to-1,Anc_6.288,YPL252C,YAH1,inviable,Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin
CAGL0H00682g,GWK60_H00495,QNG14162.1,GWK60_H00495,,2-to-1,Anc_6.286,,,,
CAGL0H00704g,GWK60_H00517,QNG14163.1,GWK60_H00517,,1-to-2,Anc_6.285,YPL250C,ICY2,,"Protein of unknown function; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate; ICY2 has a paralog, ICY1, that arose from the whole genome duplication"
CAGL0H00737g,GWK60_H00539,QNG14164.1,GWK60_H00539,,2-to-2,Anc_6.281,YPL249C,GYP5,,"GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; GYP5 has a paralog, GYL1, that arose from the whole genome duplication"
CAGL0H00759g,GWK60_H00561,QNG14165.1,GWK60_H00561,,2-to-1,Anc_6.278,,,,
CAGL0H00781g,GWK60_H00583,QNG14166.1,GWK60_H00583,,1-to-1,Anc_6.276,YPL247C,,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest
CAGL0H00803g,GWK60_H00605,QNG14167.1,GWK60_H00605,,1-to-1,Anc_6.274,YPL246C,RBD2,,Possible rhomboid protease; has similarity to eukaryotic rhomboid proteases including Pcp1p
CAGL0H00825g,GWK60_H00627,QNG14168.1,GWK60_H00627,,1-to-1,Anc_6.273,YPL245W,,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm
CAGL0H00847g,GWK60_H00649,QNG14169.1,GWK60_H00649,,1-to-1,Anc_6.272,YPL244C,HUT1,,"Protein with a role in UDP-galactose transport to the Golgi lumen; has similarity to human UDP-galactose transporter UGTrel1, exhibits a genetic interaction with S. cerevisiae ERO1"
CAGL0H00869g,GWK60_H00671,QNG14170.1,GWK60_H00671,,1-to-1,Anc_6.271,YPL243W,SRP68,inviable,Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress
CAGL0H00891g,GWK60_H00693,QNG14171.1,GWK60_H00693,,1-to-1,Anc_6.269,YPL242C,IQG1,inviable,"Essential protein required for determination of budding pattern; promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family; relocalizes from bud neck to cytoplasm upon DNA replication stress"
CAGL0H00913g,GWK60_H00715,QNG14172.1,GWK60_H00715,,1-to-1,Anc_6.268,YPL241C,CIN2,,"GTPase-activating protein (GAP) for Cin4p; tubulin folding factor C involved in beta-tubulin (Tub2p) folding; mutants display increased chromosome loss and benomyl sensitivity; deletion complemented by human GAP, retinitis pigmentosa 2"
CAGL0H00935g,GWK60_H00737,QNG14173.1,GWK60_H00737,,1-to-1,Anc_6.265,YPL239W,YAR1,,"Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with free Rps3p in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock"
CAGL0H00957g,GWK60_H00759,QNG14174.1,GWK60_H00759,,1-to-1,Anc_6.264,YPL237W,SUI3,inviable,Beta subunit of the translation initiation factor eIF2; involved in the identification of the start codon; proposed to be involved in mRNA binding
CAGL0H00979g,GWK60_H00781,QNG14175.1,GWK60_H00781,,1-to-1,Anc_6.262,YPL236C,ENV7,,Vacuolar membrane protein kinase; negatively regulates membrane fusion; associates with vacuolar membrane through palmitoylation of one or more cysteines in consensus sequence; vacuolar membrane association is essential to its kinase activity; mutant shows defect in CPY processing; ortholog of human serine/threonine kinase 16 (STK16)
CAGL0H01001g,GWK60_H00803,QNG14176.1,GWK60_H00803,,1-to-1,Anc_6.261,YPL235W,RVB2,inviable,"ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"
CAGL0H01023g,GWK60_H00825,QNG14177.1,GWK60_H00825,,1-to-1,Anc_5.288,YDR279W,RNH202,,Ribonuclease H2 subunit; required for RNase H2 activity; related to human AGS2 that causes Aicardi-Goutieres syndrome
CAGL0H01045g,GWK60_H00847,QNG14178.1,GWK60_H00847,,1-to-1,Anc_5.291,YDR282C,,,"Putative protein of unknown function; localizes to the inner mitochondrial membrane with the C terminus facing the intermembrane space; ortholog of human RMND1, mutation in which is implicated in infantile encephaloneuromyopathy and defective mitochondrial translation"
CAGL0H01067g,GWK60_H00869,QNG14179.1,GWK60_H00869,,1-to-1,Anc_5.293,YDR288W,NSE3,inviable,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; protein abundance increases in response to DNA replication stress
CAGL0H01089g,GWK60_H00891,QNG14180.1,GWK60_H00891,,1-to-1,Anc_5.294,YDR287W,INM2,,Inositol monophosphatase; involved in biosynthesis of inositol; enzymatic activity requires magnesium ions and is inhibited by lithium and sodium ions; inm1 inm2 double mutant lacks inositol auxotrophy
CAGL0H01111g,GWK60_H00913,QNG14181.1,GWK60_H00913,,1-to-1,Anc_5.295,YDR286C,,,Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site
CAGL0H01144g,GWK60_H00935,QNG14182.1,GWK60_H00935,,1-to-1,Anc_5.296,YDR285W,ZIP1,,Transverse filament protein of the synaptonemal complex; required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis; required for meiotic recombination between non-allelc sites; potential Cdc28p substrate
CAGL0H01177g,GWK60_H00957,QNG14183.1,GWK60_H00957,,1-to-1,Anc_5.297,YDR284C,DPP1,,"Diacylglycerol pyrophosphate (DGPP) phosphatase; zinc-regulated vacuolar membrane-associated lipid phosphatase, dephosphorylates DGPP to phosphatidate (PA) and Pi, then PA to diacylglycerol; involved in lipid signaling and cell metabolism"
CAGL0H01199g,GWK60_H00979,QNG14184.1,GWK60_H00979,,1-to-1,Anc_5.298,YDR283C,GCN2,,Protein kinase; phosphorylates the alpha-subunit of translation initiation factor eIF2 (Sui2p) in response to starvation; activated by uncharged tRNAs and the Gcn1p-Gcn20p complex; contributes to DNA damage checkpoint control
CAGL0H01221g,GWK60_H01001,QNG14185.1,GWK60_H01001,,1-to-1,Anc_5.300,YDR289C,RTT103,,Protein involved in transcription termination by RNA polymerase II; interacts with exonuclease Rat1p and Rai1p; has an RPR domain (carboxy-terminal domain interacting domain); also involved in regulation of Ty1 transposition
CAGL0H01243g,GWK60_H01023,QNG14186.1,GWK60_H01023,,1-to-1,Anc_5.301,YDR291W,HRQ1,,3'-5' DNA helicase that has DNA strand annealing activity; helicase activity is stimulated by fork structure and 3'-tail length of substrates; belongs to the widely conserved RecQ family of proteins which are involved in maintaining genomic integrity; similar to the human RecQ4p implicated in Rothmund-Thomson syndrome (RTS)
CAGL0H01265g,GWK60_H01045,QNG14187.1,GWK60_H01045,,1-to-1,Anc_5.302,YDR292C,SRP101,inviable,"Signal recognition particle (SRP) receptor alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with the beta subunit, Srp102p"
CAGL0H01287g,GWK60_H01067,QNG14188.1,SSD1,SSD1,1-to-1,Anc_5.307,YDR293C,SSD1,,Translational repressor with a role in polar growth and wall integrity; regulated by Cbk1p phosphorylation to effect bud-specific translational control and localization of specific mRNAs; interacts with TOR pathway components; contains a functional N-terminal nuclear localization sequence and nucleocytoplasmic shuttling appears to be critical to Ssd1p function
CAGL0H01309g,GWK60_H01089,QNG14189.1,GWK60_H01089,,1-to-1,Anc_5.310,YDR294C,DPL1,,"Dihydrosphingosine phosphate lyase; regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases, prefers C16 dihydrosphingosine-l-phosphate as a substrate"
CAGL0H01331g,GWK60_H01111,QNG14190.1,GWK60_H01111,,1-to-1,Anc_5.311,YDR295C,HDA2,,Subunit of the HDA1 histone deacetylase complex; possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex contains Hda1p homodimer and an Hda2p-Hda3p heterodimer; involved in telomere maintenance; relocalizes to the cytosol in response to hypoxia
CAGL0H01353g,GWK60_H01133,QNG14191.1,GWK60_H01133,,1-to-1,Anc_5.313,YDR296W,MHR1,,Protein involved in homologous recombination in mitochondria; required for recombination-dependent mtDNA partitioning; involved in stimulation of mitochondrial DNA replication in response to oxidative stress
CAGL0H01375g,GWK60_H01155,QNG14192.1,SUR2,SUR2,1-to-1,Anc_5.314,YDR297W,SUR2,,Sphinganine C4-hydroxylase; catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis
CAGL0H01397g,GWK60_H01177,QNG14193.1,GWK60_H01177,,1-to-1,Anc_5.315,YDR298C,ATP5,,"Subunit 5 of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; homologous to bovine subunit OSCP (oligomycin sensitivity-conferring protein); phosphorylated"
CAGL0H01419g,GWK60_H01199,QNG14194.1,GWK60_H01199,,1-to-1,Anc_5.316,YDR299W,BFR2,inviable,Essential protein that is a component of 90S preribosomes; may be involved in rRNA processing; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag phase and also by cold shock
