# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	340410	342320	-	QNG15009.1			uncharacterized protein			GWK60_J03091	1911	636	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	342597	344060	-							GWK60_J03113	1464		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	342597	344060	-			QNG15010.1	uncharacterized protein			GWK60_J03113	1464		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	342597	344060	-	QNG15010.1			uncharacterized protein			GWK60_J03113	1464	487	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	344299	346239	+					FMP29		GWK60_J03135	1941		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	344299	346239	+			QNG15011.1	FMP29	FMP29		GWK60_J03135	1941		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	344299	346239	+	QNG15011.1			FMP29	FMP29		GWK60_J03135	1941	646	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	346396	348027	-							GWK60_J03157	1632		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	346396	348027	-			QNG15012.1	uncharacterized protein			GWK60_J03157	1632		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	346396	348027	-	QNG15012.1			uncharacterized protein			GWK60_J03157	1632	543	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	348280	349122	-					GET2		GWK60_J03179	843		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	348280	349122	-			QNG15013.1	GET2	GET2		GWK60_J03179	843		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	348280	349122	-	QNG15013.1			GET2	GET2		GWK60_J03179	843	280	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	349388	350671	+							GWK60_J03201	1284		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	349388	350671	+			QNG15014.1	uncharacterized protein			GWK60_J03201	1284		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	349388	350671	+	QNG15014.1			uncharacterized protein			GWK60_J03201	1284	427	
gene	tRNA	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	350886	350959	-							GWK60_J03223	74		
tRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	350886	350959	-				tRNA-Ile			GWK60_J03223	74		
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	351596	353464	+							GWK60_J03245	1869		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	351596	353464	+			QNG15015.1	uncharacterized protein			GWK60_J03245	1869		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	351596	353464	+	QNG15015.1			uncharacterized protein			GWK60_J03245	1869	622	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	353655	355736	-					HDA1		GWK60_J03267	2082		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	353655	355736	-			QNG15016.1	HDA1	HDA1		GWK60_J03267	2082		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	353655	355736	-	QNG15016.1			HDA1	HDA1		GWK60_J03267	2082	693	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	356102	357655	+							GWK60_J03289	1554		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	356102	357655	+			QNG15017.1	uncharacterized protein			GWK60_J03289	1554		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	356102	357655	+	QNG15017.1			uncharacterized protein			GWK60_J03289	1554	517	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	357950	358321	+							GWK60_J03311	372		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	357950	358321	+			QNG15018.1	uncharacterized protein			GWK60_J03311	372		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	357950	358321	+	QNG15018.1			uncharacterized protein			GWK60_J03311	372	123	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	358558	359526	-							GWK60_J03333	969		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	358558	359526	-			QNG15019.1	uncharacterized protein			GWK60_J03333	969		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	358558	359526	-	QNG15019.1			uncharacterized protein			GWK60_J03333	969	322	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	360322	361836	-							GWK60_J03355	1515		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	360322	361836	-			QNG15020.1	uncharacterized protein			GWK60_J03355	1515		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	360322	361836	-	QNG15020.1			uncharacterized protein			GWK60_J03355	1515	504	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	362212	365301	+							GWK60_J03377	3090		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	362212	365301	+			QNG15021.1	uncharacterized protein			GWK60_J03377	3090		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	362212	365301	+	QNG15021.1			uncharacterized protein			GWK60_J03377	3090	1029	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	365458	366693	-							GWK60_J03399	1236		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	365458	366693	-			QNG15022.1	uncharacterized protein			GWK60_J03399	1236		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	365458	366693	-	QNG15022.1			uncharacterized protein			GWK60_J03399	1236	411	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	367317	368963	-							GWK60_J03421	1647		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	367317	368963	-			QNG15023.1	uncharacterized protein			GWK60_J03421	1647		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	367317	368963	-	QNG15023.1			uncharacterized protein			GWK60_J03421	1647	548	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	370083	370529	-							GWK60_J03443	447		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	370083	370529	-			QNG15024.1	uncharacterized protein			GWK60_J03443	447		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	370083	370529	-	QNG15024.1			uncharacterized protein			GWK60_J03443	447	148	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	370779	374060	+							GWK60_J03465	3282		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	370779	374060	+			QNG15025.1	uncharacterized protein			GWK60_J03465	3282		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	370779	374060	+	QNG15025.1			uncharacterized protein			GWK60_J03465	3282	1093	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	374466	375770	+							GWK60_J03487	1305		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	374466	375770	+			QNG15026.1	uncharacterized protein			GWK60_J03487	1305		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	374466	375770	+	QNG15026.1			uncharacterized protein			GWK60_J03487	1305	434	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	375934	377274	-							GWK60_J03509	1341		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	375934	377274	-			QNG15027.1	uncharacterized protein			GWK60_J03509	1341		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	375934	377274	-	QNG15027.1			uncharacterized protein			GWK60_J03509	1341	446	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	377724	379742	+							GWK60_J03531	2019		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	377724	379742	+			QNG15028.1	uncharacterized protein			GWK60_J03531	2019		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	377724	379742	+	QNG15028.1			uncharacterized protein			GWK60_J03531	2019	672	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	380116	381225	+							GWK60_J03553	1110		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	380116	381225	+			QNG15029.1	uncharacterized protein			GWK60_J03553	1110		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	380116	381225	+	QNG15029.1			uncharacterized protein			GWK60_J03553	1110	369	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	381420	382904	-					MET7		GWK60_J03575	1485		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	381420	382904	-			QNG15030.1	MET7	MET7		GWK60_J03575	1485		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	381420	382904	-	QNG15030.1			MET7	MET7		GWK60_J03575	1485	494	
gene	pseudogene	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	383471	385079	-							GWK60_J03597	1609		pseudo
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	383471	385079	-				uncharacterized protein			GWK60_J03597	1609		pseudo
CDS	without_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	383471	385079	-				uncharacterized protein			GWK60_J03597	1609		pseudo
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	385339	386601	+							GWK60_J03619	1263		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	385339	386601	+			QNG15031.1	uncharacterized protein			GWK60_J03619	1263		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	385339	386601	+	QNG15031.1			uncharacterized protein			GWK60_J03619	1263	420	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	386887	388290	+					MKK1		GWK60_J03641	1404		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	386887	388290	+			QNG15032.1	MKK1	MKK1		GWK60_J03641	1404		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	386887	388290	+	QNG15032.1			MKK1	MKK1		GWK60_J03641	1404	467	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	388615	389322	+					MGE1		GWK60_J03663	708		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	388615	389322	+			QNG15033.1	MGE1	MGE1		GWK60_J03663	708		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	388615	389322	+	QNG15033.1			MGE1	MGE1		GWK60_J03663	708	235	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	390046	392031	+							GWK60_J03685	1986		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	390046	392031	+			QNG15034.1	uncharacterized protein			GWK60_J03685	1986		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	390046	392031	+	QNG15034.1			uncharacterized protein			GWK60_J03685	1986	661	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	393298	393951	+							GWK60_J03707	654		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	393298	393951	+			QNG15035.1	uncharacterized protein			GWK60_J03707	654		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	393298	393951	+	QNG15035.1			uncharacterized protein			GWK60_J03707	654	217	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	394690	395991	+							GWK60_J03729	1302		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	394690	395991	+			QNG15036.1	uncharacterized protein			GWK60_J03729	1302		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	394690	395991	+	QNG15036.1			uncharacterized protein			GWK60_J03729	1302	433	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	396296	397183	+							GWK60_J03751	888		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	396296	397183	+			QNG15037.1	uncharacterized protein			GWK60_J03751	888		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	396296	397183	+	QNG15037.1			uncharacterized protein			GWK60_J03751	888	295	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	397354	398661	-							GWK60_J03773	1308		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	397354	398661	-			QNG15038.1	uncharacterized protein			GWK60_J03773	1308		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	397354	398661	-	QNG15038.1			uncharacterized protein			GWK60_J03773	1308	435	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	399109	399441	+							GWK60_J03795	333		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	399109	399441	+			QNG15039.1	uncharacterized protein			GWK60_J03795	333		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	399109	399441	+	QNG15039.1			uncharacterized protein			GWK60_J03795	333	110	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	399821	400687	+							GWK60_J03817	867		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	399821	400687	+			QNG15040.1	uncharacterized protein			GWK60_J03817	867		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	399821	400687	+	QNG15040.1			uncharacterized protein			GWK60_J03817	867	288	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	401078	404674	-							GWK60_J03839	3597		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	401078	404674	-			QNG15041.1	uncharacterized protein			GWK60_J03839	3597		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	401078	404674	-	QNG15041.1			uncharacterized protein			GWK60_J03839	3597	1198	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	405512	405949	+							GWK60_J03861	438		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	405512	405949	+			QNG15042.1	uncharacterized protein			GWK60_J03861	438		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	405512	405949	+	QNG15042.1			uncharacterized protein			GWK60_J03861	438	145	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	406301	406753	+							GWK60_J03883	453		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	406301	406753	+			QNG15043.1	uncharacterized protein			GWK60_J03883	453		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	406301	406753	+	QNG15043.1			uncharacterized protein			GWK60_J03883	453	150	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	407006	407911	-							GWK60_J03905	906		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	407006	407911	-			QNG15044.1	uncharacterized protein			GWK60_J03905	906		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	407006	407911	-	QNG15044.1			uncharacterized protein			GWK60_J03905	906	301	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	408506	409414	-							GWK60_J03927	909		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	408506	409414	-			QNG15045.1	uncharacterized protein			GWK60_J03927	909		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	408506	409414	-	QNG15045.1			uncharacterized protein			GWK60_J03927	909	302	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	409957	410991	+							GWK60_J03949	1035		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	409957	410991	+			QNG15046.1	uncharacterized protein			GWK60_J03949	1035		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	409957	410991	+	QNG15046.1			uncharacterized protein			GWK60_J03949	1035	344	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	411416	412111	-					RCN2		GWK60_J03971	696		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	411416	412111	-			QNG15047.1	RCN2	RCN2		GWK60_J03971	696		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	411416	412111	-	QNG15047.1			RCN2	RCN2		GWK60_J03971	696	231	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	412774	414786	+							GWK60_J03993	2013		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	412774	414786	+			QNG15048.1	uncharacterized protein			GWK60_J03993	2013		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	412774	414786	+	QNG15048.1			uncharacterized protein			GWK60_J03993	2013	670	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	415194	415505	-					HSP12		GWK60_J04015	312		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	415194	415505	-			QNG15049.1	HSP12	HSP12		GWK60_J04015	312		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	415194	415505	-	QNG15049.1			HSP12	HSP12		GWK60_J04015	312	103	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	417444	419012	+							GWK60_J04037	1569		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	417444	419012	+			QNG15050.1	uncharacterized protein			GWK60_J04037	1569		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	417444	419012	+	QNG15050.1			uncharacterized protein			GWK60_J04037	1569	522	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	419671	420864	+							GWK60_J04059	1194		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	419671	420864	+			QNG15051.1	uncharacterized protein			GWK60_J04059	1194		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	419671	420864	+	QNG15051.1			uncharacterized protein			GWK60_J04059	1194	397	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	421273	422853	-							GWK60_J04081	1581		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	421273	422853	-			QNG15052.1	uncharacterized protein			GWK60_J04081	1581		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	421273	422853	-	QNG15052.1			uncharacterized protein			GWK60_J04081	1581	526	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	425072	426145	-							GWK60_J04103	1074		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	425072	426145	-			QNG15053.1	uncharacterized protein			GWK60_J04103	1074		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	425072	426145	-	QNG15053.1			uncharacterized protein			GWK60_J04103	1074	357	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	427592	432136	+							GWK60_J04125	4545		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	427592	432136	+			QNG15054.1	uncharacterized protein			GWK60_J04125	4545		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	427592	432136	+	QNG15054.1			uncharacterized protein			GWK60_J04125	4545	1514	
gene	protein_coding	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	432584	432961	+							GWK60_J04147	378		
mRNA		GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	432584	432961	+			QNG15055.1	uncharacterized protein			GWK60_J04147	378		
CDS	with_protein	GCA_014217725.1	Primary Assembly	chromosome	J	CP048239.1	432584	432961	+	QNG15055.1			uncharacterized protein			GWK60_J04147	378	125	
